client_id,type_commerce,categorie_produit,produit,zone,saison,mois,jour,heure,quantite,prix_unitaire,cout_unitaire,marge_totale,date_vente
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,hiver,1,14,22,1,8.83,5.92,2.91,2023-01-14
PIZZERIA,PIZZERIA,Desserts,Glace,Zone montagne,printemps,3,3,20,3,24.62,17.56,21.18,2023-03-03
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,automne,11,30,12,5,15.97,12.26,18.55,2023-11-30
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,été,8,26,17,0,15.84,8.74,0.0,2023-08-26
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,automne,9,7,11,5,9.84,4.95,24.45,2023-09-07
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,hiver,12,20,10,2,6.0,4.17,3.66,2023-12-20
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,printemps,5,21,8,6,24.4,15.16,55.44,2023-05-21
PIZZERIA,PIZZERIA,Boissons,Eau,Zone urbaine,automne,10,23,18,0,17.63,8.12,0.0,2023-10-23
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,hiver,12,5,9,1,5.19,2.44,2.75,2023-12-05
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone rurale,été,8,19,19,4,15.45,7.98,29.88,2023-08-19
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,hiver,12,26,21,3,12.17,8.21,11.88,2023-12-26
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,été,6,20,13,1,17.25,12.82,4.43,2023-06-20
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,automne,10,10,14,2,3.69,2.94,1.5,2023-10-10
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,automne,9,13,22,5,18.34,11.07,36.35,2023-09-13
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,été,8,22,8,1,18.48,10.42,8.06,2023-08-22
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,été,7,14,13,3,16.23,12.25,11.94,2023-07-14
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone rurale,hiver,2,20,20,6,16.39,12.28,24.66,2023-02-20
PIZZERIA,PIZZERIA,Pizza,Reine,Zone montagne,été,7,15,17,4,17.55,10.51,28.16,2023-07-15
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone rurale,printemps,5,27,20,1,20.27,13.03,7.24,2023-05-27
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,hiver,2,16,22,2,8.44,5.9,5.08,2023-02-16
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone montagne,été,7,7,16,3,13.29,6.76,19.59,2023-07-07
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,été,6,23,20,3,4.21,3.31,2.7,2023-06-23
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,été,7,7,9,1,20.08,8.14,11.94,2023-07-07
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone résidentielle,été,7,18,15,2,10.22,7.97,4.5,2023-07-18
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,automne,10,6,22,4,24.48,13.3,44.72,2023-10-06
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone urbaine,printemps,3,6,19,3,11.39,5.07,18.96,2023-03-06
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,automne,9,20,17,2,4.06,2.44,3.24,2023-09-20
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,hiver,2,3,10,4,7.96,5.2,11.04,2023-02-03
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone montagne,printemps,4,21,14,1,12.11,5.95,6.16,2023-04-21
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,été,6,30,9,7,15.08,7.32,54.32,2023-06-30
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,automne,9,6,17,5,11.89,6.06,29.15,2023-09-06
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone touristique bord de mer,été,6,17,9,3,1.68,1.17,1.53,2023-06-17
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,hiver,12,27,11,3,13.26,9.72,10.62,2023-12-27
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,été,8,12,17,3,10.91,4.71,18.6,2023-08-12
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,été,6,28,13,5,18.59,13.53,25.3,2023-06-28
PIZZERIA,PIZZERIA,Pizza,Reine,Zone résidentielle,printemps,5,12,11,3,5.58,2.57,9.03,2023-05-12
PIZZERIA,PIZZERIA,Pizza,Saumon,Zone touristique bord de mer,hiver,2,9,18,5,21.81,16.19,28.1,2023-02-09
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,été,6,14,17,3,12.68,5.84,20.52,2023-06-14
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,hiver,2,13,16,3,16.68,6.93,29.25,2023-02-13
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,printemps,4,26,10,2,5.14,2.66,4.96,2023-04-26
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,hiver,1,20,18,4,9.41,6.65,11.04,2023-01-20
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,printemps,3,25,10,1,21.04,14.91,6.13,2023-03-25
PIZZERIA,PIZZERIA,Desserts,Glace,Zone urbaine,été,7,30,13,3,17.39,8.61,26.34,2023-07-30
PIZZERIA,PIZZERIA,Desserts,Glace,Zone touristique bord de mer,automne,10,11,22,1,3.91,2.89,1.02,2023-10-11
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,printemps,5,20,15,2,22.77,10.45,24.64,2023-05-20
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,printemps,3,16,10,5,2.4,1.84,2.8,2023-03-16
PIZZERIA,PIZZERIA,Boissons,Coca,Zone urbaine,printemps,5,3,14,2,16.52,10.72,11.6,2023-05-03
PIZZERIA,PIZZERIA,Pizza,Pepperoni,Zone montagne,automne,10,2,8,0,16.35,10.3,0.0,2023-10-02
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone urbaine,automne,9,26,13,2,3.09,1.89,2.4,2023-09-26
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,printemps,3,10,8,1,9.78,5.24,4.54,2023-03-10
PIZZERIA,PIZZERIA,Desserts,Glace,Zone urbaine,printemps,5,31,11,0,2.53,1.21,0.0,2023-05-31
PIZZERIA,PIZZERIA,Boissons,Eau,Zone montagne,été,7,23,21,2,14.26,7.15,14.22,2023-07-23
PIZZERIA,PIZZERIA,Desserts,Glace,Zone touristique bord de mer,hiver,2,22,9,5,9.21,4.77,22.2,2023-02-22
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone résidentielle,automne,9,13,16,3,10.59,6.62,11.91,2023-09-13
PIZZERIA,PIZZERIA,Desserts,Glace,Zone touristique bord de mer,hiver,12,30,9,3,14.42,7.44,20.94,2023-12-30
PIZZERIA,PIZZERIA,Pizza,Pepperoni,Zone urbaine,été,7,4,16,10,14.95,8.78,24.68,2023-07-04
PIZZERIA,PIZZERIA,Boissons,Eau,Zone montagne,été,6,26,10,4,22.13,15.76,25.48,2023-06-26
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,printemps,3,26,10,4,9.08,6.21,11.48,2023-03-26
PIZZERIA,PIZZERIA,Desserts,Glace,Zone montagne,automne,10,1,9,2,13.31,6.22,14.18,2023-10-01
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone montagne,printemps,5,16,18,7,6.45,4.06,16.73,2023-05-16
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,été,8,23,11,3,6.56,3.55,9.03,2023-08-23
PIZZERIA,PIZZERIA,Boissons,Eau,Zone montagne,hiver,12,1,18,4,12.56,7.72,19.36,2023-12-01
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,été,7,7,20,3,10.98,4.59,19.17,2023-07-07
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,été,7,5,16,7,8.28,4.59,25.83,2023-07-05
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,automne,10,31,13,0,13.42,8.1,0.0,2023-10-31
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,printemps,3,19,14,1,17.73,10.0,7.73,2023-03-19
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone urbaine,automne,10,9,22,1,5.21,3.44,1.77,2023-10-09
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,automne,10,1,19,4,18.49,14.32,16.68,2023-10-01
PIZZERIA,PIZZERIA,Boissons,Coca,Zone urbaine,été,7,23,20,5,13.14,10.18,14.8,2023-07-23
PIZZERIA,PIZZERIA,Pizza,Calzone,Zone rurale,été,8,7,16,0,9.21,5.16,0.0,2023-08-07
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone rurale,été,6,15,22,4,7.33,3.7,14.52,2023-06-15
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,été,6,4,17,5,18.49,7.48,55.05,2023-06-04
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone rurale,printemps,3,20,15,2,19.07,12.25,13.64,2023-03-20
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone montagne,printemps,4,14,17,0,14.11,6.57,0.0,2023-04-14
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,été,8,1,15,4,14.75,9.2,22.2,2023-08-01
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone touristique bord de mer,hiver,12,25,9,4,14.22,6.03,32.76,2023-12-25
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,été,7,29,10,6,19.57,13.82,34.5,2023-07-29
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,printemps,3,10,18,1,21.72,9.72,12.0,2023-03-10
PIZZERIA,PIZZERIA,Boissons,Coca,Zone urbaine,hiver,1,17,20,0,17.01,10.99,0.0,2023-01-17
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone urbaine,hiver,2,21,17,7,2.29,1.46,5.81,2023-02-21
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone touristique bord de mer,printemps,4,30,21,2,23.04,14.53,17.02,2023-04-30
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,hiver,2,1,16,1,23.79,17.89,5.9,2023-02-01
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone rurale,automne,10,12,15,1,2.6,1.4,1.2,2023-10-12
PIZZERIA,PIZZERIA,Desserts,Glace,Zone rurale,automne,10,13,16,2,4.65,2.31,4.68,2023-10-13
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,été,8,19,21,3,10.22,6.28,11.82,2023-08-19
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone rurale,hiver,12,11,17,2,15.67,11.74,7.86,2023-12-11
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,printemps,4,22,15,2,6.41,4.89,3.04,2023-04-22
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,été,7,23,22,1,7.12,3.76,3.36,2023-07-23
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone résidentielle,hiver,1,9,12,2,14.5,9.19,10.62,2023-01-09
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,printemps,5,12,20,1,20.81,16.37,4.44,2023-05-12
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone urbaine,automne,9,26,8,6,21.22,9.12,72.6,2023-09-26
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone montagne,été,8,22,13,7,2.92,1.91,1.01,2023-08-22
PIZZERIA,PIZZERIA,Pizza,Reine,Zone montagne,printemps,3,18,11,5,6.01,3.67,11.7,2023-03-18
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,automne,10,17,21,7,24.39,18.49,41.3,2023-10-17
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone montagne,automne,9,1,12,5,2.59,1.11,4.44,2023-09-01
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,été,6,5,8,1,23.8,12.68,11.12,2023-06-05
PIZZERIA,PIZZERIA,Desserts,Glace,Zone rurale,hiver,2,7,15,3,24.78,14.66,30.36,2023-02-07
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,hiver,12,13,20,2,5.36,4.25,2.22,2023-12-13
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone montagne,printemps,3,23,13,3,14.66,11.48,9.54,2023-03-23
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,printemps,4,6,18,2,16.95,9.46,14.98,2023-04-06
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,automne,10,23,9,3,20.29,12.47,23.46,2023-10-23
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone urbaine,printemps,4,4,13,4,17.8,10.76,28.16,2023-04-04
PIZZERIA,PIZZERIA,Desserts,Glace,Zone montagne,printemps,5,24,17,3,14.16,7.5,19.98,2023-05-24
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone urbaine,printemps,5,22,21,0,16.91,11.51,0.0,2023-05-22
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone touristique bord de mer,printemps,5,7,20,3,21.32,11.88,28.32,2023-05-07
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,automne,11,18,14,4,10.32,4.44,23.52,2023-11-18
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,hiver,12,22,22,6,22.12,12.87,55.5,2023-12-22
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone rurale,été,8,22,8,1,24.81,14.17,10.64,2023-08-22
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,automne,10,31,11,4,13.71,7.92,23.16,2023-10-31
PIZZERIA,PIZZERIA,Desserts,Glace,Zone urbaine,été,8,5,19,2,4.61,1.97,5.28,2023-08-05
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,hiver,2,5,16,4,14.74,9.49,21.0,2023-02-05
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,automne,11,18,19,3,5.06,2.86,6.6,2023-11-18
PIZZERIA,PIZZERIA,Boissons,Eau,Zone urbaine,printemps,5,4,15,3,16.49,7.06,28.29,2023-05-04
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,été,7,18,21,5,21.22,12.06,45.8,2023-07-18
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,printemps,5,27,18,5,18.25,12.9,26.75,2023-05-27
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,printemps,4,15,20,4,5.15,2.73,9.68,2023-04-15
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,hiver,1,29,12,2,17.15,11.37,11.56,2023-01-29
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone résidentielle,hiver,12,26,8,1,5.35,4.18,1.17,2023-12-26
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,hiver,2,22,22,4,14.99,10.33,18.64,2023-02-22
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone urbaine,hiver,1,23,21,1,21.78,10.84,10.94,2023-01-23
PIZZERIA,PIZZERIA,Desserts,Glace,Zone urbaine,automne,9,15,18,2,22.7,10.71,23.98,2023-09-15
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,printemps,3,19,8,2,23.41,9.59,27.64,2023-03-19
PIZZERIA,PIZZERIA,Desserts,Glace,Zone urbaine,hiver,1,23,22,2,6.94,5.12,3.64,2023-01-23
PIZZERIA,PIZZERIA,Pizza,Pepperoni,Zone rurale,été,6,10,14,2,4.34,2.36,3.96,2023-06-10
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,printemps,5,16,21,4,4.32,2.0,9.28,2023-05-16
PIZZERIA,PIZZERIA,Boissons,Eau,Zone montagne,automne,10,9,11,7,3.73,1.64,14.63,2023-10-09
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone urbaine,printemps,4,24,10,3,6.16,3.45,8.13,2023-04-24
PIZZERIA,PIZZERIA,Pizza,Pepperoni,Zone résidentielle,hiver,2,17,22,2,21.41,15.49,11.84,2023-02-17
PIZZERIA,PIZZERIA,Pizza,Pepperoni,Zone urbaine,printemps,3,28,22,1,14.99,10.92,4.07,2023-03-28
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,printemps,3,18,8,3,15.93,10.3,16.89,2023-03-18
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,printemps,5,8,18,1,24.86,15.35,9.51,2023-05-08
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,automne,9,3,16,2,19.86,10.68,18.36,2023-09-03
PIZZERIA,PIZZERIA,Boissons,Coca,Zone rurale,automne,9,29,13,3,19.52,15.61,11.73,2023-09-29
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone résidentielle,printemps,5,17,16,1,20.68,15.86,4.82,2023-05-17
PIZZERIA,PIZZERIA,Pizza,Calzone,Zone rurale,été,7,1,22,7,21.22,15.66,38.92,2023-07-01
PIZZERIA,PIZZERIA,Pizza,Calzone,Zone touristique bord de mer,hiver,12,24,13,2,22.98,9.45,27.06,2023-12-24
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone rurale,hiver,1,1,13,3,23.07,11.09,35.94,2023-01-01
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,été,6,15,8,6,2.01,1.28,4.38,2023-06-15
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone touristique bord de mer,hiver,2,7,13,5,18.06,12.01,30.25,2023-02-07
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone montagne,été,7,20,21,3,24.87,19.55,15.96,2023-07-20
PIZZERIA,PIZZERIA,Pizza,Calzone,Zone touristique bord de mer,automne,11,10,11,5,16.53,7.3,46.15,2023-11-10
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,été,8,17,8,5,7.73,3.86,19.35,2023-08-17
PIZZERIA,PIZZERIA,Boissons,Eau,Zone urbaine,hiver,1,1,8,3,10.57,7.33,9.72,2023-01-01
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,été,6,29,16,3,10.32,7.55,8.31,2023-06-29
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,automne,11,1,17,4,22.49,15.33,28.64,2023-11-01
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,automne,10,4,12,7,17.02,8.83,57.33,2023-10-04
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,automne,10,9,21,2,13.04,5.5,15.08,2023-10-09
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,hiver,12,5,18,3,15.61,7.49,24.36,2023-12-05
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone touristique bord de mer,hiver,2,11,15,3,21.33,11.16,30.51,2023-02-11
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,automne,10,20,18,6,24.59,11.29,79.8,2023-10-20
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,été,7,23,16,2,9.16,4.68,8.96,2023-07-23
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,hiver,2,21,22,3,3.98,2.83,3.45,2023-02-21
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,été,7,26,10,3,19.84,12.1,23.22,2023-07-26
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,printemps,5,21,13,1,20.85,12.55,8.3,2023-05-21
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone résidentielle,printemps,5,18,18,4,11.12,4.54,26.32,2023-05-18
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone touristique bord de mer,automne,10,15,18,4,15.45,7.93,30.08,2023-10-15
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,été,8,4,20,4,22.34,12.26,40.32,2023-08-04
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,hiver,1,10,18,5,1.6,1.11,2.45,2023-01-10
PIZZERIA,PIZZERIA,Desserts,Glace,Zone touristique bord de mer,printemps,3,8,9,2,10.51,6.68,7.66,2023-03-08
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone touristique bord de mer,printemps,5,29,15,3,18.6,11.88,20.16,2023-05-29
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,printemps,4,25,19,8,24.64,11.94,101.6,2023-04-25
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,printemps,3,5,13,3,18.21,13.05,15.48,2023-03-05
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone urbaine,hiver,12,20,9,5,11.29,6.23,25.3,2023-12-20
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone montagne,printemps,3,2,12,3,4.18,1.85,6.99,2023-03-02
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,automne,9,25,11,1,9.91,5.59,4.32,2023-09-25
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone rurale,printemps,4,17,19,4,23.43,12.47,43.84,2023-04-17
PIZZERIA,PIZZERIA,Pizza,Reine,Zone urbaine,automne,10,21,18,4,13.11,10.22,11.56,2023-10-21
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone résidentielle,été,6,18,13,1,22.52,17.61,4.91,2023-06-18
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone urbaine,printemps,3,23,9,4,11.28,7.18,16.4,2023-03-23
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,automne,9,18,16,6,6.36,4.25,12.66,2023-09-18
PIZZERIA,PIZZERIA,Boissons,Coca,Zone rurale,hiver,2,24,12,7,15.86,7.53,58.31,2023-02-24
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,printemps,5,31,15,2,20.41,9.29,22.24,2023-05-31
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone montagne,printemps,5,29,18,6,9.61,6.43,9.54,2023-05-29
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,automne,10,5,8,1,9.93,5.77,4.16,2023-10-05
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,hiver,12,16,9,5,5.89,2.77,15.6,2023-12-16
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,été,7,26,9,3,9.71,7.32,7.17,2023-07-26
PIZZERIA,PIZZERIA,Boissons,Eau,Zone montagne,printemps,5,25,8,5,22.92,16.71,31.05,2023-05-25
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone touristique bord de mer,automne,10,13,9,2,15.01,7.37,15.28,2023-10-13
