client_id,type_commerce,categorie_produit,produit,zone,saison,mois,jour,heure,quantite,prix_unitaire,cout_unitaire,marge_totale,date_vente
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone touristique bord de mer,hiver,1,5,17,4,21.83,15.53,25.2,2023-01-05
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone montagne,printemps,5,9,18,1,19.26,13.62,5.64,2023-05-09
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,automne,11,22,21,3,12.41,8.44,11.91,2023-11-22
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,hiver,1,17,19,2,10.21,5.89,8.64,2023-01-17
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone urbaine,été,8,21,9,4,17.08,11.22,23.44,2023-08-21
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,automne,9,9,19,3,22.88,9.82,39.18,2023-09-09
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,hiver,2,18,13,1,11.53,7.68,3.85,2023-02-18
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone urbaine,hiver,2,16,21,2,3.51,2.01,3.0,2023-02-16
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,automne,10,15,20,2,20.73,13.38,14.7,2023-10-15
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,été,6,29,8,4,5.76,2.63,12.52,2023-06-29
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,printemps,3,22,13,2,8.82,4.67,8.3,2023-03-22
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone urbaine,été,8,12,8,4,12.3,5.3,28.0,2023-08-12
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,été,7,27,19,3,16.54,8.53,24.03,2023-07-27
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone résidentielle,automne,11,13,15,3,21.05,16.16,14.67,2023-11-13
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,été,6,20,20,3,5.45,3.29,6.48,2023-06-20
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone urbaine,été,6,30,16,2,3.24,1.89,2.7,2023-06-30
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,hiver,12,14,17,6,2.73,1.78,5.7,2023-12-14
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone urbaine,automne,10,13,18,3,10.58,5.3,15.84,2023-10-13
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,automne,11,1,19,2,23.54,12.33,22.42,2023-11-01
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,hiver,12,10,19,4,20.98,14.59,25.56,2023-12-10
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,printemps,4,30,16,1,7.12,5.6,1.52,2023-04-30
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone montagne,été,8,14,15,3,19.58,13.93,16.95,2023-08-14
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone rurale,été,6,28,22,4,2.13,0.9,4.92,2023-06-28
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,été,8,18,17,3,1.62,0.7,2.76,2023-08-18
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone montagne,automne,11,8,16,3,11.45,8.13,9.96,2023-11-08
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone touristique bord de mer,hiver,2,4,13,2,7.17,4.75,4.84,2023-02-04
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,été,7,17,13,3,24.38,14.59,29.37,2023-07-17
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone touristique bord de mer,hiver,2,12,19,5,11.48,6.57,24.55,2023-02-12
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,hiver,12,20,15,3,9.76,4.07,17.07,2023-12-20
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,automne,11,24,20,4,23.78,10.23,54.2,2023-11-24
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,printemps,3,20,18,4,12.07,6.62,21.8,2023-03-20
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone résidentielle,automne,9,29,13,4,10.85,7.16,14.76,2023-09-29
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone rurale,printemps,4,20,17,2,8.21,6.29,3.84,2023-04-20
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone résidentielle,hiver,2,7,15,2,5.56,3.81,3.5,2023-02-07
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone touristique bord de mer,automne,9,18,11,3,4.35,2.09,6.78,2023-09-18
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,automne,10,22,9,2,4.45,2.34,4.22,2023-10-22
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,printemps,5,9,11,3,16.42,10.19,18.69,2023-05-09
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone touristique bord de mer,automne,11,7,10,8,8.85,6.08,22.16,2023-11-07
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone rurale,printemps,5,7,10,2,3.78,1.95,3.66,2023-05-07
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,printemps,3,23,21,2,9.19,5.8,6.78,2023-03-23
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone rurale,automne,9,21,15,1,13.22,6.92,6.3,2023-09-21
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,hiver,12,15,17,6,4.29,3.39,5.4,2023-12-15
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,été,7,7,20,2,4.89,3.13,3.52,2023-07-07
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,hiver,1,20,10,2,18.27,13.18,10.18,2023-01-20
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,hiver,1,9,13,4,9.28,4.12,20.64,2023-01-09
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,automne,11,2,15,3,7.74,5.13,7.83,2023-11-02
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,printemps,3,30,15,2,22.93,12.31,21.24,2023-03-30
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,automne,9,5,11,6,24.0,12.28,70.32,2023-09-05
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone touristique bord de mer,hiver,12,27,11,3,17.72,10.55,21.51,2023-12-27
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone touristique bord de mer,printemps,5,28,9,3,14.98,9.25,17.19,2023-05-28
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone touristique bord de mer,hiver,1,22,12,2,23.95,10.34,27.22,2023-01-22
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,printemps,4,20,11,6,20.96,10.66,61.8,2023-04-20
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone résidentielle,printemps,5,28,13,2,8.21,3.48,9.46,2023-05-28
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone touristique bord de mer,automne,10,18,17,8,4.02,3.19,6.64,2023-10-18
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone montagne,automne,9,26,15,2,22.4,10.16,24.48,2023-09-26
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,été,6,22,20,7,8.43,5.65,19.46,2023-06-22
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,hiver,12,7,21,3,6.63,3.31,9.96,2023-12-07
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone résidentielle,printemps,3,2,19,1,24.99,14.78,10.21,2023-03-02
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,automne,11,29,13,3,8.75,4.76,11.97,2023-11-29
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone rurale,été,6,13,22,1,6.27,3.29,2.98,2023-06-13
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,été,7,11,14,0,12.29,6.11,0.0,2023-07-11
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,automne,9,1,8,3,16.46,11.21,15.75,2023-09-01
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone résidentielle,été,6,11,8,6,24.09,15.29,52.8,2023-06-11
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,printemps,3,13,20,4,24.73,17.06,30.68,2023-03-13
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone montagne,été,7,12,14,3,5.86,3.72,6.42,2023-07-12
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone touristique bord de mer,printemps,5,7,19,3,3.23,1.64,4.77,2023-05-07
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,été,6,12,13,5,4.0,1.61,11.95,2023-06-12
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,hiver,2,22,10,4,3.55,2.03,6.08,2023-02-22
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone résidentielle,hiver,2,2,10,1,11.71,6.66,5.05,2023-02-02
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone touristique bord de mer,printemps,5,7,19,1,16.19,10.32,5.87,2023-05-07
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,automne,10,22,20,3,7.2,3.96,9.72,2023-10-22
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone montagne,printemps,4,13,17,6,24.94,11.77,79.02,2023-04-13
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,hiver,1,19,20,3,24.26,16.51,23.25,2023-01-19
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone montagne,automne,10,13,17,2,17.66,8.63,18.06,2023-10-13
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,hiver,12,20,16,1,5.04,4.03,1.01,2023-12-20
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone rurale,hiver,2,13,9,7,21.04,14.56,45.36,2023-02-13
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,printemps,4,16,16,5,12.85,7.59,26.3,2023-04-16
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,hiver,2,4,12,3,2.55,1.74,2.43,2023-02-04
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone rurale,hiver,2,28,12,3,17.26,10.28,20.94,2023-02-28
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone touristique bord de mer,automne,11,11,17,1,3.49,1.58,1.91,2023-11-11
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,été,7,16,14,5,5.87,3.84,10.15,2023-07-16
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone touristique bord de mer,hiver,1,5,15,3,4.71,3.42,3.87,2023-01-05
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone montagne,hiver,1,16,20,1,19.38,10.02,9.36,2023-01-16
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone touristique bord de mer,printemps,3,28,20,3,12.25,8.54,11.13,2023-03-28
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,hiver,2,28,12,2,19.72,14.38,10.68,2023-02-28
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,automne,10,7,11,4,24.76,10.92,55.36,2023-10-07
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone résidentielle,automne,10,29,19,5,9.74,6.67,15.35,2023-10-29
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone urbaine,hiver,2,17,19,2,24.35,15.92,16.86,2023-02-17
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,été,6,22,16,4,15.08,9.45,22.52,2023-06-22
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone urbaine,hiver,1,24,9,2,16.22,11.92,8.6,2023-01-24
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,été,8,8,18,6,3.64,1.59,12.3,2023-08-08
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone urbaine,été,6,10,13,5,22.2,10.1,60.5,2023-06-10
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,printemps,3,13,11,0,8.01,3.47,0.0,2023-03-13
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,automne,11,24,16,2,14.13,6.51,15.24,2023-11-24
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone résidentielle,printemps,4,2,22,1,24.07,9.97,14.1,2023-04-02
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone rurale,hiver,1,5,13,2,6.22,3.89,4.66,2023-01-05
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,été,7,8,17,8,24.34,19.45,39.12,2023-07-08
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,hiver,2,13,17,2,3.75,1.7,4.1,2023-02-13
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone montagne,hiver,2,1,14,2,17.07,7.72,18.7,2023-02-01
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,hiver,12,25,21,5,18.78,9.9,44.4,2023-12-25
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone résidentielle,printemps,3,11,20,3,19.6,8.69,32.73,2023-03-11
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone urbaine,hiver,12,13,12,1,7.61,6.06,1.55,2023-12-13
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone rurale,hiver,12,16,14,4,5.56,2.7,11.44,2023-12-16
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,automne,9,9,8,4,3.62,1.78,7.36,2023-09-09
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,printemps,3,31,19,1,24.27,16.44,7.83,2023-03-31
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone urbaine,printemps,5,2,13,1,24.59,11.49,13.1,2023-05-02
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone urbaine,été,6,25,10,1,22.37,10.39,11.98,2023-06-25
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,été,8,11,10,4,2.76,1.47,5.16,2023-08-11
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,hiver,2,16,18,6,14.29,6.77,45.12,2023-02-16
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone rurale,hiver,1,23,12,2,11.83,5.98,11.7,2023-01-23
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone résidentielle,hiver,12,23,18,1,3.77,2.52,1.25,2023-12-23
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone résidentielle,printemps,4,9,10,3,2.5,1.08,4.26,2023-04-09
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone montagne,automne,9,25,20,0,11.36,6.43,0.0,2023-09-25
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,printemps,5,16,14,5,16.89,10.62,31.35,2023-05-16
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone touristique bord de mer,été,7,26,10,5,16.03,10.78,26.25,2023-07-26
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone touristique bord de mer,hiver,12,20,11,2,2.66,1.57,2.18,2023-12-20
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone touristique bord de mer,été,6,5,12,5,8.09,4.83,16.3,2023-06-05
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,automne,11,27,9,2,5.92,2.87,6.1,2023-11-27
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,été,7,11,21,2,2.82,2.02,1.6,2023-07-11
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,printemps,3,25,21,4,22.52,15.75,27.08,2023-03-25
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,été,8,5,22,5,10.35,5.58,23.85,2023-08-05
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone touristique bord de mer,hiver,12,13,16,1,20.87,11.66,9.21,2023-12-13
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,printemps,3,18,16,2,19.49,14.81,9.36,2023-03-18
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,automne,10,26,19,6,24.88,18.07,40.86,2023-10-26
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,automne,11,23,20,1,12.68,9.84,2.84,2023-11-23
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,hiver,12,3,22,2,14.62,7.57,14.1,2023-12-03
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone montagne,printemps,4,4,18,2,22.64,14.98,15.32,2023-04-04
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone résidentielle,printemps,3,12,11,1,9.55,7.59,1.96,2023-03-12
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone résidentielle,hiver,2,11,15,3,9.32,7.41,5.73,2023-02-11
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,été,8,20,12,8,6.42,4.55,14.96,2023-08-20
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,hiver,1,20,16,4,6.19,3.4,11.16,2023-01-20
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone résidentielle,été,6,25,22,2,13.02,9.11,7.82,2023-06-25
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,automne,11,16,8,4,15.46,6.48,35.92,2023-11-16
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,printemps,5,19,17,3,15.73,7.16,25.71,2023-05-19
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,hiver,2,21,21,2,5.61,2.33,6.56,2023-02-21
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone touristique bord de mer,été,8,7,19,7,4.22,3.12,7.7,2023-08-07
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone touristique bord de mer,été,6,25,10,10,4.18,2.34,18.4,2023-06-25
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,été,8,4,18,3,22.32,10.42,35.7,2023-08-04
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,hiver,12,27,21,4,17.43,12.32,20.44,2023-12-27
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,été,6,27,18,7,17.39,9.63,54.32,2023-06-27
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone rurale,été,6,14,11,1,9.28,4.74,4.54,2023-06-14
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone résidentielle,été,8,21,13,2,14.66,9.5,10.32,2023-08-21
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,hiver,2,28,9,4,19.34,9.45,39.56,2023-02-28
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone touristique bord de mer,automne,10,8,16,3,10.29,4.55,17.22,2023-10-08
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone résidentielle,été,6,23,9,5,19.29,8.07,56.1,2023-06-23
BOUCHERIE,BOUCHERIE,Viande rouge,Rôti de veau,Zone urbaine,automne,10,11,22,1,11.67,7.4,4.27,2023-10-11
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,automne,10,20,18,1,18.19,12.18,6.01,2023-10-20
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,printemps,5,9,11,6,16.08,11.45,27.78,2023-05-09
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone montagne,automne,10,7,19,2,15.68,11.14,9.08,2023-10-07
