client_id,type_commerce,categorie_produit,produit,zone,saison,mois,jour,heure,quantite,prix_unitaire,cout_unitaire,marge_totale,date_vente
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,hiver,12,11,12,4,6.78,3.25,14.12,2023-12-11
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,automne,9,11,14,5,7.23,4.79,12.2,2023-09-11
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,automne,11,10,21,1,18.4,11.08,7.32,2023-11-10
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone rurale,été,8,19,12,3,19.17,14.11,15.18,2023-08-19
EPICERIE,EPICERIE,Biscuits,Prince,Zone urbaine,été,6,30,12,1,19.21,14.24,4.97,2023-06-30
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone résidentielle,automne,11,7,17,1,24.15,16.6,7.55,2023-11-07
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,printemps,5,4,19,1,12.69,8.69,4.0,2023-05-04
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,automne,9,29,13,2,11.5,8.03,6.94,2023-09-29
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,hiver,2,22,21,5,1.79,0.92,4.35,2023-02-22
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,printemps,3,2,16,2,19.46,12.5,13.92,2023-03-02
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,été,8,19,22,5,11.9,8.85,15.25,2023-08-19
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,été,8,28,19,2,8.65,4.85,7.6,2023-08-28
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,automne,10,23,8,1,19.43,9.13,10.3,2023-10-23
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,automne,10,27,14,1,16.42,9.8,6.62,2023-10-27
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,6,11,12,3,9.1,7.17,5.79,2023-06-11
EPICERIE,EPICERIE,Biscuits,Prince,Zone urbaine,printemps,4,15,12,3,14.41,11.11,9.9,2023-04-15
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,printemps,5,22,20,1,20.07,11.36,8.71,2023-05-22
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,été,6,2,21,9,15.29,12.23,27.54,2023-06-02
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,printemps,3,6,16,6,24.19,12.89,67.8,2023-03-06
EPICERIE,EPICERIE,Chocolat,Kinder,Zone rurale,printemps,5,16,13,9,16.15,9.03,64.08,2023-05-16
EPICERIE,EPICERIE,Chocolat,Kinder,Zone rurale,automne,11,23,12,0,12.3,8.2,0.0,2023-11-23
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone touristique bord de mer,été,8,22,21,7,8.6,6.88,12.04,2023-08-22
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone urbaine,automne,11,18,18,1,2.43,1.74,0.69,2023-11-18
EPICERIE,EPICERIE,Boissons,Oasis,Zone touristique bord de mer,hiver,12,11,19,1,17.3,10.97,6.33,2023-12-11
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,8,30,8,2,16.06,12.48,7.16,2023-08-30
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,1,24,8,2,8.65,5.16,6.98,2023-01-24
EPICERIE,EPICERIE,Snacks,Curly,Zone montagne,printemps,3,21,22,3,11.25,4.95,18.9,2023-03-21
EPICERIE,EPICERIE,Boissons,Orangina,Zone touristique bord de mer,printemps,5,5,10,1,19.99,9.64,10.35,2023-05-05
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone résidentielle,printemps,4,30,13,2,19.7,14.09,11.22,2023-04-30
EPICERIE,EPICERIE,Boissons,Oasis,Zone résidentielle,printemps,3,8,16,1,7.39,3.47,3.92,2023-03-08
EPICERIE,EPICERIE,Boissons,Orangina,Zone urbaine,été,7,3,20,2,20.03,12.73,14.6,2023-07-03
EPICERIE,EPICERIE,Boissons,Perrier,Zone montagne,été,6,4,15,4,16.62,6.86,39.04,2023-06-04
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,automne,9,29,12,1,12.16,7.81,4.35,2023-09-29
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,hiver,1,31,17,2,23.98,14.98,18.0,2023-01-31
EPICERIE,EPICERIE,Boissons,Oasis,Zone touristique bord de mer,hiver,12,7,20,5,11.44,8.77,13.35,2023-12-07
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone urbaine,été,6,29,21,2,14.57,6.5,16.14,2023-06-29
EPICERIE,EPICERIE,Snacks,Chips,Zone montagne,hiver,12,3,21,3,17.8,7.33,31.41,2023-12-03
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,automne,11,21,8,1,3.66,2.24,1.42,2023-11-21
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,printemps,3,21,10,5,19.23,8.07,55.8,2023-03-21
EPICERIE,EPICERIE,Boissons,Oasis,Zone rurale,hiver,2,26,12,3,17.44,11.11,18.99,2023-02-26
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,7,22,17,4,2.79,1.34,5.8,2023-07-22
EPICERIE,EPICERIE,Boissons,Orangina,Zone rurale,été,8,26,20,5,14.75,9.32,27.15,2023-08-26
EPICERIE,EPICERIE,Snacks,Curly,Zone touristique bord de mer,printemps,3,19,15,2,3.1,1.79,2.62,2023-03-19
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,automne,10,25,16,3,23.92,16.64,21.84,2023-10-25
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,automne,9,25,17,6,5.23,2.87,14.16,2023-09-25
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,hiver,2,11,17,5,17.09,13.1,19.95,2023-02-11
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,automne,9,18,13,3,1.93,1.01,2.76,2023-09-18
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,printemps,4,13,20,3,15.71,11.77,11.82,2023-04-13
EPICERIE,EPICERIE,Bonbons,Haribo,Zone rurale,hiver,2,11,13,2,6.78,3.58,6.4,2023-02-11
EPICERIE,EPICERIE,Chocolat,Nutella,Zone rurale,hiver,1,1,17,2,9.79,6.15,7.28,2023-01-01
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,été,8,29,8,4,16.44,13.03,13.64,2023-08-29
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,hiver,12,23,15,1,16.35,11.85,4.5,2023-12-23
EPICERIE,EPICERIE,Chocolat,Nutella,Zone touristique bord de mer,hiver,1,25,21,4,16.91,8.61,33.2,2023-01-25
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,hiver,12,14,10,1,23.89,10.92,12.97,2023-12-14
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,2,4,11,3,19.8,10.82,26.94,2023-02-04
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone urbaine,hiver,2,3,12,0,10.86,7.46,0.0,2023-02-03
EPICERIE,EPICERIE,Snacks,Chips,Zone résidentielle,été,8,10,16,2,22.9,9.67,26.46,2023-08-10
EPICERIE,EPICERIE,Chocolat,Kinder,Zone montagne,automne,11,6,13,3,21.3,13.32,23.94,2023-11-06
EPICERIE,EPICERIE,Boissons,Oasis,Zone montagne,printemps,5,29,18,3,23.98,14.22,29.28,2023-05-29
EPICERIE,EPICERIE,Biscuits,Prince,Zone rurale,hiver,2,7,19,5,2.91,1.68,6.15,2023-02-07
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone résidentielle,été,7,9,16,1,14.7,7.76,6.94,2023-07-09
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone montagne,automne,9,21,10,1,9.21,5.94,3.27,2023-09-21
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,automne,10,26,15,4,5.51,3.59,7.68,2023-10-26
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,1,17,17,5,23.78,10.56,66.1,2023-01-17
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,automne,9,23,11,1,14.68,11.73,2.95,2023-09-23
EPICERIE,EPICERIE,Bonbons,Haribo,Zone urbaine,automne,11,12,19,1,15.29,7.6,7.69,2023-11-12
EPICERIE,EPICERIE,Snacks,Chips,Zone résidentielle,hiver,1,27,9,3,11.21,7.7,10.53,2023-01-27
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,hiver,2,27,13,2,5.32,3.1,4.44,2023-02-27
EPICERIE,EPICERIE,Bonbons,Haribo,Zone urbaine,hiver,12,8,9,6,12.44,5.77,40.02,2023-12-08
EPICERIE,EPICERIE,Snacks,Curly,Zone urbaine,automne,11,24,22,2,23.6,12.91,21.38,2023-11-24
EPICERIE,EPICERIE,Boissons,Perrier,Zone rurale,automne,9,28,19,6,10.0,7.67,13.98,2023-09-28
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,automne,10,26,15,4,3.64,2.2,5.76,2023-10-26
EPICERIE,EPICERIE,Bonbons,Haribo,Zone rurale,printemps,5,11,21,3,1.57,0.76,2.43,2023-05-11
EPICERIE,EPICERIE,Biscuits,Prince,Zone rurale,été,8,18,21,4,23.05,12.7,41.4,2023-08-18
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,1,2,20,5,2.03,1.05,4.9,2023-01-02
EPICERIE,EPICERIE,Snacks,Curly,Zone montagne,été,7,14,21,6,6.9,4.03,17.22,2023-07-14
EPICERIE,EPICERIE,Boissons,Orangina,Zone urbaine,été,7,25,15,2,7.01,3.41,7.2,2023-07-25
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,été,6,4,22,3,4.87,3.23,4.92,2023-06-04
EPICERIE,EPICERIE,Biscuits,Prince,Zone rurale,été,7,29,10,5,8.55,4.05,22.5,2023-07-29
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,été,6,3,21,0,18.13,13.1,0.0,2023-06-03
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,printemps,4,11,13,0,6.91,4.34,0.0,2023-04-11
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,été,6,30,10,7,4.79,2.96,12.81,2023-06-30
EPICERIE,EPICERIE,Boissons,Orangina,Zone rurale,printemps,3,12,21,1,16.32,6.97,9.35,2023-03-12
EPICERIE,EPICERIE,Biscuits,Prince,Zone urbaine,hiver,1,4,16,4,14.46,5.85,34.44,2023-01-04
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,automne,9,15,21,5,17.9,10.24,38.3,2023-09-15
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,hiver,12,1,21,5,16.77,6.92,49.25,2023-12-01
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone touristique bord de mer,printemps,3,25,17,3,7.15,5.25,5.7,2023-03-25
EPICERIE,EPICERIE,Bonbons,Haribo,Zone urbaine,été,8,12,11,4,21.21,11.37,39.36,2023-08-12
EPICERIE,EPICERIE,Snacks,Curly,Zone touristique bord de mer,hiver,1,16,18,3,7.92,6.31,4.83,2023-01-16
EPICERIE,EPICERIE,Snacks,Curly,Zone urbaine,hiver,1,14,9,1,9.82,4.29,5.53,2023-01-14
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,printemps,5,30,14,0,10.61,4.6,0.0,2023-05-30
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone montagne,printemps,3,28,18,7,10.45,4.76,39.83,2023-03-28
EPICERIE,EPICERIE,Biscuits,Prince,Zone rurale,été,6,21,14,3,20.66,15.37,15.87,2023-06-21
EPICERIE,EPICERIE,Chocolat,Nutella,Zone touristique bord de mer,automne,11,5,19,1,6.22,3.27,2.95,2023-11-05
EPICERIE,EPICERIE,Boissons,Perrier,Zone rurale,hiver,12,29,11,1,11.8,6.1,5.7,2023-12-29
EPICERIE,EPICERIE,Boissons,Oasis,Zone rurale,printemps,3,13,18,2,8.62,4.32,8.6,2023-03-13
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,printemps,5,8,18,7,17.12,7.99,63.91,2023-05-08
EPICERIE,EPICERIE,Boissons,Perrier,Zone rurale,été,6,19,20,5,11.62,4.7,34.6,2023-06-19
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,automne,10,31,14,4,10.64,7.26,13.52,2023-10-31
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,été,7,20,17,6,4.18,2.26,11.52,2023-07-20
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone résidentielle,automne,9,8,12,2,4.8,2.52,4.56,2023-09-08
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,hiver,12,17,15,3,11.27,8.29,8.94,2023-12-17
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,été,8,19,12,6,9.69,7.04,15.9,2023-08-19
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone montagne,printemps,3,13,20,5,6.36,3.07,16.45,2023-03-13
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,printemps,5,17,21,3,13.59,10.33,9.78,2023-05-17
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,été,7,23,11,1,24.25,17.7,6.55,2023-07-23
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone touristique bord de mer,printemps,3,23,21,2,23.42,11.94,22.96,2023-03-23
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,été,7,10,18,5,22.74,10.6,60.7,2023-07-10
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone urbaine,hiver,2,21,10,4,19.18,12.2,27.92,2023-02-21
EPICERIE,EPICERIE,Snacks,Curly,Zone urbaine,hiver,12,4,22,2,8.59,5.21,6.76,2023-12-04
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,été,6,1,18,2,2.78,2.11,1.34,2023-06-01
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,hiver,1,9,17,3,3.09,1.56,4.59,2023-01-09
EPICERIE,EPICERIE,Boissons,Oasis,Zone rurale,printemps,5,3,8,5,7.25,5.58,8.35,2023-05-03
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,été,7,10,10,0,19.12,14.33,0.0,2023-07-10
EPICERIE,EPICERIE,Boissons,Orangina,Zone touristique bord de mer,été,8,8,12,6,13.81,6.98,40.98,2023-08-08
EPICERIE,EPICERIE,Boissons,Oasis,Zone rurale,automne,9,19,13,3,2.8,2.08,2.16,2023-09-19
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone touristique bord de mer,printemps,5,8,14,2,23.02,12.15,21.74,2023-05-08
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,8,27,21,1,8.13,6.0,2.13,2023-08-27
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,hiver,1,1,20,3,16.95,12.54,13.23,2023-01-01
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,automne,9,29,11,4,11.37,8.92,9.8,2023-09-29
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,6,17,10,7,3.64,1.82,12.74,2023-06-17
EPICERIE,EPICERIE,Boissons,Perrier,Zone montagne,printemps,5,13,22,1,20.6,8.42,12.18,2023-05-13
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone rurale,automne,10,9,15,2,2.93,1.5,2.86,2023-10-09
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,printemps,5,19,10,3,2.11,1.35,2.28,2023-05-19
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,printemps,4,7,21,3,24.72,18.61,18.33,2023-04-07
EPICERIE,EPICERIE,Boissons,Oasis,Zone touristique bord de mer,été,6,15,10,4,24.43,16.93,30.0,2023-06-15
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,printemps,3,31,14,5,8.71,5.88,14.15,2023-03-31
EPICERIE,EPICERIE,Chocolat,Kinder,Zone rurale,hiver,2,7,20,2,21.38,11.07,20.62,2023-02-07
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone montagne,hiver,2,1,21,5,10.6,6.46,20.7,2023-02-01
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone rurale,été,6,3,9,2,10.78,7.99,5.58,2023-06-03
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,automne,11,1,12,4,9.01,6.22,11.16,2023-11-01
EPICERIE,EPICERIE,Boissons,Orangina,Zone résidentielle,été,6,3,19,3,11.91,8.7,9.63,2023-06-03
EPICERIE,EPICERIE,Boissons,Orangina,Zone résidentielle,printemps,4,13,21,2,2.85,1.18,3.34,2023-04-13
EPICERIE,EPICERIE,Boissons,Perrier,Zone urbaine,printemps,5,4,13,2,12.99,7.51,10.96,2023-05-04
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,7,17,8,4,5.33,3.35,7.92,2023-07-17
EPICERIE,EPICERIE,Boissons,Oasis,Zone résidentielle,automne,11,28,10,3,15.63,6.3,27.99,2023-11-28
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,6,22,12,2,16.55,12.32,8.46,2023-06-22
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,hiver,1,14,18,2,13.19,6.84,12.7,2023-01-14
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,été,8,29,8,5,21.86,13.85,40.05,2023-08-29
EPICERIE,EPICERIE,Boissons,Oasis,Zone résidentielle,automne,9,14,9,3,21.89,12.1,29.37,2023-09-14
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,printemps,3,8,17,4,11.69,6.68,20.04,2023-03-08
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone résidentielle,printemps,4,16,19,4,17.61,7.11,42.0,2023-04-16
EPICERIE,EPICERIE,Boissons,Perrier,Zone urbaine,printemps,5,12,18,3,6.93,5.51,4.26,2023-05-12
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone montagne,été,7,14,20,2,9.93,4.09,11.68,2023-07-14
EPICERIE,EPICERIE,Chocolat,Nutella,Zone rurale,hiver,2,27,22,0,11.17,4.67,0.0,2023-02-27
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,automne,9,23,16,3,17.67,11.44,18.69,2023-09-23
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,automne,11,26,22,3,5.19,3.84,4.05,2023-11-26
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,été,7,26,21,0,7.02,4.1,0.0,2023-07-26
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone rurale,été,8,17,13,3,4.29,2.57,5.16,2023-08-17
EPICERIE,EPICERIE,Boissons,Orangina,Zone rurale,été,7,31,8,2,14.59,5.84,17.5,2023-07-31
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,été,8,23,18,4,15.35,9.24,24.44,2023-08-23
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone montagne,printemps,3,30,19,6,20.66,9.12,69.24,2023-03-30
EPICERIE,EPICERIE,Snacks,Curly,Zone montagne,été,7,16,14,1,24.52,18.79,5.73,2023-07-16
EPICERIE,EPICERIE,Snacks,Curly,Zone montagne,été,6,10,19,1,18.82,11.7,7.12,2023-06-10
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone montagne,hiver,12,22,18,2,9.08,4.05,10.06,2023-12-22
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,automne,9,25,9,0,2.09,0.96,0.0,2023-09-25
EPICERIE,EPICERIE,Boissons,Orangina,Zone touristique bord de mer,printemps,3,24,12,1,17.56,8.05,9.51,2023-03-24
EPICERIE,EPICERIE,Snacks,Chips,Zone montagne,été,7,19,11,5,13.51,9.71,19.0,2023-07-19
EPICERIE,EPICERIE,Bonbons,Haribo,Zone rurale,été,7,18,14,2,23.98,18.95,10.06,2023-07-18
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,8,8,12,2,14.58,6.59,15.98,2023-08-08
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,été,8,27,19,3,23.53,9.79,41.22,2023-08-27
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone touristique bord de mer,printemps,5,31,11,2,23.83,15.43,16.8,2023-05-31
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,hiver,12,16,22,5,9.04,6.93,10.55,2023-12-16
EPICERIE,EPICERIE,Boissons,Orangina,Zone résidentielle,automne,10,3,16,1,1.67,0.71,0.96,2023-10-03
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,hiver,2,23,11,3,14.14,9.63,13.53,2023-02-23
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,1,13,15,0,18.35,7.62,0.0,2023-01-13
EPICERIE,EPICERIE,Boissons,Perrier,Zone urbaine,automne,11,25,19,7,16.03,11.26,33.39,2023-11-25
EPICERIE,EPICERIE,Boissons,Perrier,Zone urbaine,été,7,3,22,3,13.32,6.87,19.35,2023-07-03
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,été,8,13,14,5,10.79,7.17,18.1,2023-08-13
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,hiver,12,13,22,1,22.98,16.5,6.48,2023-12-13
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,automne,10,12,10,3,4.4,1.77,7.89,2023-10-12
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone touristique bord de mer,printemps,4,18,19,4,18.92,13.06,23.44,2023-04-18
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone touristique bord de mer,hiver,12,10,9,3,7.39,3.54,11.55,2023-12-10
EPICERIE,EPICERIE,Biscuits,Prince,Zone touristique bord de mer,printemps,3,7,18,0,16.9,7.44,0.0,2023-03-07
EPICERIE,EPICERIE,Boissons,Orangina,Zone touristique bord de mer,automne,9,6,15,2,9.22,6.12,6.2,2023-09-06
EPICERIE,EPICERIE,Snacks,Chips,Zone montagne,automne,10,18,13,4,20.48,16.05,17.72,2023-10-18
EPICERIE,EPICERIE,Boissons,Orangina,Zone montagne,hiver,2,11,21,2,8.09,5.91,4.36,2023-02-11
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,hiver,2,8,22,4,1.94,1.17,3.08,2023-02-08
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,été,7,7,14,4,6.75,4.78,7.88,2023-07-07
EPICERIE,EPICERIE,Bonbons,Haribo,Zone rurale,automne,9,14,16,2,3.63,1.98,3.3,2023-09-14
EPICERIE,EPICERIE,Bonbons,Haribo,Zone rurale,hiver,12,1,14,2,10.08,6.67,6.82,2023-12-01
EPICERIE,EPICERIE,Boissons,Perrier,Zone résidentielle,été,8,1,20,7,9.26,4.12,35.98,2023-08-01
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,automne,10,30,10,2,16.71,9.43,14.56,2023-10-30
EPICERIE,EPICERIE,Chocolat,Kinder,Zone résidentielle,printemps,5,13,22,5,5.73,4.49,6.2,2023-05-13
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,hiver,2,13,11,4,12.06,9.61,9.8,2023-02-13
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,automne,11,7,9,4,5.67,4.31,5.44,2023-11-07
EPICERIE,EPICERIE,Boissons,Perrier,Zone montagne,printemps,3,2,9,5,12.83,5.8,35.15,2023-03-02
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,automne,9,25,14,1,10.2,4.26,5.94,2023-09-25
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone rurale,été,7,15,13,2,15.34,10.69,9.3,2023-07-15
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,printemps,3,10,12,1,12.71,6.27,6.44,2023-03-10
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,printemps,5,22,18,1,10.84,5.22,5.62,2023-05-22
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,été,7,9,16,2,14.54,7.29,14.5,2023-07-09
EPICERIE,EPICERIE,Snacks,Chips,Zone résidentielle,été,7,19,18,3,1.62,0.71,2.73,2023-07-19
