client_id,type_commerce,categorie_produit,produit,zone,saison,mois,jour,heure,quantite,prix_unitaire,cout_unitaire,marge_totale,date_vente
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,automne,10,4,20,3,18.65,8.96,29.07,2023-10-04
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone touristique bord de mer,été,8,13,22,5,13.66,6.13,37.65,2023-08-13
PIZZERIA,PIZZERIA,Pizza,Saumon,Zone urbaine,automne,10,29,16,3,6.91,3.37,10.62,2023-10-29
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone urbaine,printemps,4,28,9,5,22.78,16.94,29.2,2023-04-28
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,hiver,12,9,15,0,6.53,2.96,0.0,2023-12-09
EPICERIE,EPICERIE,Snacks,Curly,Zone résidentielle,été,8,31,20,1,11.07,4.85,6.22,2023-08-31
EPICERIE,EPICERIE,Biscuits,Prince,Zone rurale,été,7,30,15,4,21.8,9.19,50.44,2023-07-30
EPICERIE,EPICERIE,Boissons,Orangina,Zone rurale,été,6,23,20,3,21.75,10.86,32.67,2023-06-23
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,été,8,5,10,1,8.05,4.02,4.03,2023-08-05
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,hiver,1,26,18,7,24.98,18.35,46.41,2023-01-26
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone rurale,automne,9,6,15,3,6.52,3.65,8.61,2023-09-06
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone urbaine,été,7,19,12,4,23.27,16.62,26.6,2023-07-19
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone montagne,hiver,12,5,19,2,12.94,6.16,13.56,2023-12-05
PIZZERIA,PIZZERIA,Pizza,Calzone,Zone montagne,hiver,2,1,19,1,8.87,3.73,5.14,2023-02-01
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,automne,9,18,9,4,21.51,9.19,49.28,2023-09-18
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone rurale,printemps,3,3,22,4,14.89,9.4,21.96,2023-03-03
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone rurale,hiver,12,3,17,1,14.78,7.78,7.0,2023-12-03
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone résidentielle,printemps,5,16,14,2,4.58,3.01,3.14,2023-05-16
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone urbaine,été,8,23,17,3,24.96,19.93,15.09,2023-08-23
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone montagne,printemps,5,16,10,5,23.43,17.63,29.0,2023-05-16
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,été,8,13,21,5,14.27,7.43,34.2,2023-08-13
EPICERIE,EPICERIE,Snacks,Chips,Zone montagne,été,6,3,22,3,17.09,13.25,11.52,2023-06-03
PIZZERIA,PIZZERIA,Boissons,Coca,Zone urbaine,automne,10,11,10,2,7.9,5.07,5.66,2023-10-11
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,automne,9,16,15,3,7.4,5.65,5.25,2023-09-16
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone touristique bord de mer,hiver,1,23,8,3,9.34,4.22,15.36,2023-01-23
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone montagne,hiver,12,28,14,1,14.68,6.53,8.15,2023-12-28
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone urbaine,été,7,9,17,6,14.48,8.28,37.2,2023-07-09
PIZZERIA,PIZZERIA,Boissons,Eau,Zone urbaine,été,7,3,11,1,17.53,11.69,5.84,2023-07-03
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,printemps,3,21,22,5,23.35,17.42,29.65,2023-03-21
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,été,6,20,20,4,23.37,16.85,26.08,2023-06-20
EPICERIE,EPICERIE,Chocolat,Nutella,Zone résidentielle,hiver,12,26,9,3,10.49,4.36,18.39,2023-12-26
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone rurale,été,6,29,12,2,20.78,15.55,10.46,2023-06-29
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone rurale,été,6,18,12,3,21.81,17.16,13.95,2023-06-18
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone montagne,été,7,24,18,2,24.56,15.09,18.94,2023-07-24
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone résidentielle,automne,10,25,12,6,2.4,1.53,5.22,2023-10-25
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,automne,11,7,16,2,4.22,3.21,2.02,2023-11-07
PIZZERIA,PIZZERIA,Boissons,Coca,Zone rurale,hiver,1,1,16,6,23.25,14.31,53.64,2023-01-01
EPICERIE,EPICERIE,Chocolat,Nutella,Zone rurale,hiver,2,5,18,3,23.14,15.02,24.36,2023-02-05
EPICERIE,EPICERIE,Boissons,Perrier,Zone touristique bord de mer,automne,9,17,12,0,17.17,9.11,0.0,2023-09-17
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,8,4,18,5,23.6,15.83,38.85,2023-08-04
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone touristique bord de mer,été,7,27,16,2,21.09,11.0,20.18,2023-07-27
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,hiver,12,2,13,6,12.43,7.17,31.56,2023-12-02
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,hiver,12,4,9,2,8.17,5.44,5.46,2023-12-04
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,hiver,12,11,12,4,6.78,3.25,14.12,2023-12-11
PIZZERIA,PIZZERIA,Pizza,Raclette,Zone rurale,automne,11,9,21,3,19.56,11.39,24.51,2023-11-09
EPICERIE,EPICERIE,Snacks,Chips,Zone rurale,automne,9,11,14,5,7.23,4.79,12.2,2023-09-11
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone résidentielle,printemps,4,1,20,8,24.01,14.58,75.44,2023-04-01
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone urbaine,été,8,22,10,4,20.33,13.56,27.08,2023-08-22
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,automne,11,10,21,1,18.4,11.08,7.32,2023-11-10
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone rurale,été,8,19,12,3,19.17,14.11,15.18,2023-08-19
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,printemps,5,21,15,0,3.32,1.71,0.0,2023-05-21
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,hiver,2,11,10,0,5.04,2.79,0.0,2023-02-11
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone urbaine,été,8,1,14,2,9.28,5.44,7.68,2023-08-01
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone rurale,automne,10,27,19,4,1.96,1.47,1.96,2023-10-27
EPICERIE,EPICERIE,Biscuits,Prince,Zone urbaine,été,6,30,12,1,19.21,14.24,4.97,2023-06-30
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,printemps,4,23,12,5,11.74,4.83,34.55,2023-04-23
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,été,8,28,22,3,4.5,2.92,4.74,2023-08-28
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,hiver,12,6,8,0,3.47,1.98,0.0,2023-12-06
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone touristique bord de mer,été,7,14,13,6,6.47,3.43,18.24,2023-07-14
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,hiver,2,11,15,1,1.96,1.21,0.75,2023-02-11
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone urbaine,hiver,1,16,11,6,6.18,2.52,21.96,2023-01-16
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone rurale,hiver,12,9,9,3,14.75,7.19,22.68,2023-12-09
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone résidentielle,automne,11,7,17,1,24.15,16.6,7.55,2023-11-07
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,hiver,1,14,22,1,8.83,5.92,2.91,2023-01-14
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone résidentielle,hiver,2,8,17,0,17.73,11.54,0.0,2023-02-08
PIZZERIA,PIZZERIA,Desserts,Glace,Zone montagne,printemps,3,3,20,3,24.62,17.56,21.18,2023-03-03
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,hiver,2,5,16,2,16.72,6.77,19.9,2023-02-05
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone rurale,été,7,5,18,4,22.45,13.11,37.36,2023-07-05
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,automne,11,30,12,5,15.97,12.26,18.55,2023-11-30
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone montagne,printemps,5,18,13,1,21.52,15.76,5.76,2023-05-18
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,été,8,26,17,0,15.84,8.74,0.0,2023-08-26
PIZZERIA,PIZZERIA,Boissons,Eau,Zone résidentielle,automne,9,7,11,5,9.84,4.95,24.45,2023-09-07
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,hiver,1,6,16,5,23.78,10.33,67.25,2023-01-06
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,printemps,5,4,19,1,12.69,8.69,4.0,2023-05-04
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone touristique bord de mer,printemps,4,24,14,0,17.76,9.28,0.0,2023-04-24
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,automne,9,29,13,2,11.5,8.03,6.94,2023-09-29
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone rurale,printemps,5,19,12,2,7.41,3.32,8.18,2023-05-19
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,hiver,12,20,10,2,6.0,4.17,3.66,2023-12-20
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,printemps,4,10,12,6,6.85,3.23,21.72,2023-04-10
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,printemps,5,21,8,6,24.4,15.16,55.44,2023-05-21
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,hiver,2,22,21,5,1.79,0.92,4.35,2023-02-22
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone résidentielle,hiver,1,27,12,5,23.61,13.96,48.25,2023-01-27
PIZZERIA,PIZZERIA,Boissons,Eau,Zone urbaine,automne,10,23,18,0,17.63,8.12,0.0,2023-10-23
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,printemps,3,2,16,2,19.46,12.5,13.92,2023-03-02
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone rurale,été,8,19,22,5,11.9,8.85,15.25,2023-08-19
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone montagne,hiver,1,31,17,5,24.06,10.58,67.4,2023-01-31
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone touristique bord de mer,hiver,12,5,9,1,5.19,2.44,2.75,2023-12-05
PIZZERIA,PIZZERIA,Pizza,Margherita,Zone rurale,été,8,19,19,4,15.45,7.98,29.88,2023-08-19
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,hiver,12,26,21,3,12.17,8.21,11.88,2023-12-26
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,hiver,2,28,16,2,6.78,3.12,7.32,2023-02-28
BOUCHERIE,BOUCHERIE,Viande rouge,Côte de bœuf,Zone urbaine,printemps,3,26,20,2,8.73,6.11,5.24,2023-03-26
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone urbaine,été,8,28,19,2,8.65,4.85,7.6,2023-08-28
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone rurale,hiver,2,11,17,6,2.44,1.4,6.24,2023-02-11
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,hiver,2,16,11,4,24.1,17.7,25.6,2023-02-16
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,automne,10,23,8,1,19.43,9.13,10.3,2023-10-23
EPICERIE,EPICERIE,Biscuits,Prince,Zone résidentielle,automne,10,27,14,1,16.42,9.8,6.62,2023-10-27
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,été,6,20,13,1,17.25,12.82,4.43,2023-06-20
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone rurale,printemps,5,28,18,5,23.71,17.2,32.55,2023-05-28
EPICERIE,EPICERIE,Boissons,Oasis,Zone urbaine,été,6,11,12,3,9.1,7.17,5.79,2023-06-11
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,été,8,25,14,4,2.77,1.68,4.36,2023-08-25
EPICERIE,EPICERIE,Biscuits,Prince,Zone urbaine,printemps,4,15,12,3,14.41,11.11,9.9,2023-04-15
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone urbaine,hiver,1,15,18,6,15.81,7.84,47.82,2023-01-15
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone urbaine,automne,10,10,14,2,3.69,2.94,1.5,2023-10-10
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,automne,9,13,22,5,18.34,11.07,36.35,2023-09-13
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,printemps,5,5,15,2,14.45,8.0,12.9,2023-05-05
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,printemps,5,22,20,1,20.07,11.36,8.71,2023-05-22
EPICERIE,EPICERIE,Bonbons,Haribo,Zone touristique bord de mer,été,6,2,21,9,15.29,12.23,27.54,2023-06-02
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone montagne,automne,9,5,13,8,9.31,6.56,22.0,2023-09-05
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone résidentielle,hiver,12,24,11,0,14.94,7.37,0.0,2023-12-24
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone rurale,hiver,12,28,22,3,20.57,11.4,27.51,2023-12-28
EPICERIE,EPICERIE,Chocolat,Nutella,Zone urbaine,printemps,3,6,16,6,24.19,12.89,67.8,2023-03-06
PIZZERIA,PIZZERIA,Boissons,Coca,Zone montagne,été,8,22,8,1,18.48,10.42,8.06,2023-08-22
EPICERIE,EPICERIE,Chocolat,Kinder,Zone rurale,printemps,5,16,13,9,16.15,9.03,64.08,2023-05-16
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone montagne,été,7,14,13,3,16.23,12.25,11.94,2023-07-14
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone montagne,hiver,2,5,11,3,16.33,12.55,11.34,2023-02-05
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone rurale,hiver,2,20,20,6,16.39,12.28,24.66,2023-02-20
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone urbaine,hiver,1,24,13,2,20.21,10.46,19.5,2023-01-24
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone résidentielle,automne,9,29,14,0,14.8,10.61,0.0,2023-09-29
PIZZERIA,PIZZERIA,Pizza,Reine,Zone montagne,été,7,15,17,4,17.55,10.51,28.16,2023-07-15
EPICERIE,EPICERIE,Chocolat,Kinder,Zone rurale,automne,11,23,12,0,12.3,8.2,0.0,2023-11-23
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone montagne,printemps,3,22,9,3,11.88,6.39,16.47,2023-03-22
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone touristique bord de mer,été,8,22,21,7,8.6,6.88,12.04,2023-08-22
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone rurale,automne,10,20,13,5,15.01,11.96,15.25,2023-10-20
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone touristique bord de mer,hiver,1,5,17,4,21.83,15.53,25.2,2023-01-05
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone rurale,printemps,5,27,20,1,20.27,13.03,7.24,2023-05-27
BOUCHERIE,BOUCHERIE,Viande rouge,Filet mignon,Zone montagne,printemps,5,9,18,1,19.26,13.62,5.64,2023-05-09
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone urbaine,automne,11,18,18,1,2.43,1.74,0.69,2023-11-18
PIZZERIA,PIZZERIA,Desserts,Glace,Zone résidentielle,hiver,2,16,22,2,8.44,5.9,5.08,2023-02-16
PIZZERIA,PIZZERIA,Pizza,4 fromages,Zone montagne,été,7,7,16,3,13.29,6.76,19.59,2023-07-07
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,été,6,23,20,3,4.21,3.31,2.7,2023-06-23
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,été,7,7,9,1,20.08,8.14,11.94,2023-07-07
EPICERIE,EPICERIE,Boissons,Oasis,Zone touristique bord de mer,hiver,12,11,19,1,17.3,10.97,6.33,2023-12-11
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,8,30,8,2,16.06,12.48,7.16,2023-08-30
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone urbaine,automne,11,22,21,3,12.41,8.44,11.91,2023-11-22
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,hiver,1,24,8,2,8.65,5.16,6.98,2023-01-24
PIZZERIA,PIZZERIA,Pizza,Poulet BBQ,Zone résidentielle,été,7,18,15,2,10.22,7.97,4.5,2023-07-18
EPICERIE,EPICERIE,Snacks,Curly,Zone montagne,printemps,3,21,22,3,11.25,4.95,18.9,2023-03-21
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,hiver,1,17,19,2,10.21,5.89,8.64,2023-01-17
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,automne,10,6,22,4,24.48,13.3,44.72,2023-10-06
BOUCHERIE,BOUCHERIE,Volaille,Blanc de poulet,Zone urbaine,été,8,21,9,4,17.08,11.22,23.44,2023-08-21
EPICERIE,EPICERIE,Boissons,Orangina,Zone touristique bord de mer,printemps,5,5,10,1,19.99,9.64,10.35,2023-05-05
EPICERIE,EPICERIE,Chocolat,M&M’s,Zone résidentielle,printemps,4,30,13,2,19.7,14.09,11.22,2023-04-30
EPICERIE,EPICERIE,Boissons,Oasis,Zone résidentielle,printemps,3,8,16,1,7.39,3.47,3.92,2023-03-08
EPICERIE,EPICERIE,Boissons,Orangina,Zone urbaine,été,7,3,20,2,20.03,12.73,14.6,2023-07-03
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone urbaine,printemps,3,6,19,3,11.39,5.07,18.96,2023-03-06
PIZZERIA,PIZZERIA,Boissons,Eau,Zone touristique bord de mer,automne,9,20,17,2,4.06,2.44,3.24,2023-09-20
EPICERIE,EPICERIE,Boissons,Perrier,Zone montagne,été,6,4,15,4,16.62,6.86,39.04,2023-06-04
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone urbaine,automne,9,9,19,3,22.88,9.82,39.18,2023-09-09
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,hiver,2,3,10,4,7.96,5.2,11.04,2023-02-03
EPICERIE,EPICERIE,Bonbons,Têtes Brûlées,Zone montagne,automne,9,29,12,1,12.16,7.81,4.35,2023-09-29
PIZZERIA,PIZZERIA,Desserts,Tiramisu,Zone montagne,printemps,4,21,14,1,12.11,5.95,6.16,2023-04-21
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone rurale,hiver,2,18,13,1,11.53,7.68,3.85,2023-02-18
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone urbaine,hiver,2,16,21,2,3.51,2.01,3.0,2023-02-16
EPICERIE,EPICERIE,Bonbons,Haribo,Zone montagne,hiver,1,31,17,2,23.98,14.98,18.0,2023-01-31
EPICERIE,EPICERIE,Boissons,Oasis,Zone touristique bord de mer,hiver,12,7,20,5,11.44,8.77,13.35,2023-12-07
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone touristique bord de mer,été,6,30,9,7,15.08,7.32,54.32,2023-06-30
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone urbaine,été,6,29,21,2,14.57,6.5,16.14,2023-06-29
BOUCHERIE,BOUCHERIE,Préparés,Merguez,Zone rurale,automne,10,15,20,2,20.73,13.38,14.7,2023-10-15
EPICERIE,EPICERIE,Snacks,Chips,Zone montagne,hiver,12,3,21,3,17.8,7.33,31.41,2023-12-03
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone touristique bord de mer,été,6,29,8,4,5.76,2.63,12.52,2023-06-29
EPICERIE,EPICERIE,Biscuits,Petit Beurre,Zone résidentielle,automne,11,21,8,1,3.66,2.24,1.42,2023-11-21
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,printemps,3,22,13,2,8.82,4.67,8.3,2023-03-22
EPICERIE,EPICERIE,Snacks,Chips,Zone urbaine,printemps,3,21,10,5,19.23,8.07,55.8,2023-03-21
PIZZERIA,PIZZERIA,Boissons,Eau,Zone rurale,automne,9,6,17,5,11.89,6.06,29.15,2023-09-06
EPICERIE,EPICERIE,Boissons,Oasis,Zone rurale,hiver,2,26,12,3,17.44,11.11,18.99,2023-02-26
EPICERIE,EPICERIE,Bonbons,Haribo,Zone résidentielle,été,7,22,17,4,2.79,1.34,5.8,2023-07-22
PIZZERIA,PIZZERIA,Pizza,Kebab,Zone touristique bord de mer,été,6,17,9,3,1.68,1.17,1.53,2023-06-17
PIZZERIA,PIZZERIA,Pizza,Végétarienne,Zone montagne,hiver,12,27,11,3,13.26,9.72,10.62,2023-12-27
BOUCHERIE,BOUCHERIE,Viande rouge,Saucisses,Zone urbaine,été,8,12,8,4,12.3,5.3,28.0,2023-08-12
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone montagne,été,7,27,19,3,16.54,8.53,24.03,2023-07-27
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone résidentielle,automne,11,13,15,3,21.05,16.16,14.67,2023-11-13
PIZZERIA,PIZZERIA,Boissons,Coca,Zone résidentielle,été,8,12,17,3,10.91,4.71,18.6,2023-08-12
BOUCHERIE,BOUCHERIE,Préparés,Brochettes,Zone résidentielle,été,6,20,20,3,5.45,3.29,6.48,2023-06-20
PIZZERIA,PIZZERIA,Desserts,Moelleux choco,Zone résidentielle,été,6,28,13,5,18.59,13.53,25.3,2023-06-28
PIZZERIA,PIZZERIA,Pizza,Reine,Zone résidentielle,printemps,5,12,11,3,5.58,2.57,9.03,2023-05-12
EPICERIE,EPICERIE,Boissons,Orangina,Zone rurale,été,8,26,20,5,14.75,9.32,27.15,2023-08-26
EPICERIE,EPICERIE,Snacks,Curly,Zone touristique bord de mer,printemps,3,19,15,2,3.1,1.79,2.62,2023-03-19
BOUCHERIE,BOUCHERIE,Volaille,Nuggets maison,Zone urbaine,été,6,30,16,2,3.24,1.89,2.7,2023-06-30
PIZZERIA,PIZZERIA,Pizza,Saumon,Zone touristique bord de mer,hiver,2,9,18,5,21.81,16.19,28.1,2023-02-09
EPICERIE,EPICERIE,Snacks,Curly,Zone rurale,automne,10,25,16,3,23.92,16.64,21.84,2023-10-25
PIZZERIA,PIZZERIA,Boissons,Ice Tea,Zone résidentielle,été,6,14,17,3,12.68,5.84,20.52,2023-06-14
PIZZERIA,PIZZERIA,Boissons,Coca,Zone touristique bord de mer,hiver,2,13,16,3,16.68,6.93,29.25,2023-02-13
EPICERIE,EPICERIE,Biscuits,Prince,Zone montagne,automne,9,25,17,6,5.23,2.87,14.16,2023-09-25
BOUCHERIE,BOUCHERIE,Volaille,Cuisses de canard,Zone touristique bord de mer,hiver,12,14,17,6,2.73,1.78,5.7,2023-12-14
BOUCHERIE,BOUCHERIE,Viande rouge,Steak haché,Zone urbaine,automne,10,13,18,3,10.58,5.3,15.84,2023-10-13
EPICERIE,EPICERIE,Snacks,Chips,Zone touristique bord de mer,hiver,2,11,17,5,17.09,13.1,19.95,2023-02-11
